num_of_prev_attempts,studied_credits,withdrew,days_until_withdrawal,date_registration,avg_score,min_score,num_submitted,avg_delay,max_delay,total_weight_submitted,exam_score,avg_coursework_score,num_late_submissions,gender_M,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,imd_band_10-20%,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,imd_band_Unknown,age_band_35-55,age_band_55<=,disability_Y
0,60,0,999,-25,91.58333333333331,87.0,12.0,-0.5833333333333334,0.0,100.0,0.0,91.58333333333331,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,60,1,122,-59,77.47058823529412,59.0,17.0,-85.58823529411765,1.0,125.0,0.0,77.47058823529412,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,60,0,999,-52,51.2,25.0,5.0,3.6,9.0,100.0,0.0,51.2,3.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,60,0,999,-117,56.8,16.0,5.0,2.4,9.0,102.0,0.0,56.8,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,60,1,-2,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,150,1,100,-135,59.22222222222222,0.0,9.0,0.2222222222222222,19.0,211.0,62.0,58.875,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,60,0,999,-172,98.55555555555556,95.0,9.0,0.1111111111111111,2.0,200.0,100.0,98.375,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,60,0,999,-25,73.25,53.0,8.0,2.0,6.0,63.0,0.0,73.25,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,120,0,999,-52,82.5,60.0,10.0,2.2,6.0,82.0,0.0,82.5,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,90,0,999,-17,94.85714285714286,88.0,7.0,-1.7142857142857142,0.0,200.0,96.0,94.66666666666669,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,120,0,999,-44,87.2,83.0,5.0,0.8,3.0,100.0,0.0,87.2,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,30,0,999,-36,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,150,1,-5,-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,120,0,999,-28,74.33333333333333,60.0,12.0,-44.5,6.0,100.0,0.0,74.33333333333333,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,60,0,999,-30,47.333333333333336,16.0,6.0,1.8333333333333333,6.0,100.0,0.0,47.333333333333336,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,90,0,999,-37,92.0,92.0,1.0,-1.0,-1.0,16.0,0.0,92.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-123,69.6,60.0,5.0,1.0,7.0,100.0,0.0,69.6,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,60,0,999,-31,93.5,90.0,4.0,3.25,7.0,100.0,0.0,93.5,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,60,1,118,-124,47.0,42.0,3.0,-0.3333333333333333,1.0,40.0,0.0,47.0,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,240,1,6,-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,60,0,999,-25,73.33333333333333,60.0,3.0,-1.6666666666666667,-1.0,30.0,0.0,73.33333333333333,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-32,87.5,70.0,4.0,6.5,18.0,25.0,0.0,87.5,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,60,0,999,-93,51.8,45.0,5.0,0.0,0.0,100.0,0.0,51.8,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,60,0,999,-49,100.0,100.0,1.0,-6.0,-6.0,0.0,0.0,100.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,60,0,999,-135,67.44444444444444,0.0,9.0,-35.0,2.0,0.0,0.0,67.44444444444444,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,120,1,54,-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3,180,1,47,-16,65.0,65.0,1.0,-1.0,-1.0,5.0,0.0,65.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,120,0,999,-79,94.77777777777776,83.0,9.0,0.6666666666666666,5.0,200.0,100.0,94.125,4.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,120,0,999,-162,83.57142857142857,64.0,7.0,-1.2857142857142858,0.0,200.0,64.0,86.83333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,60,0,999,-142,93.75,90.0,4.0,-2.25,-1.0,100.0,0.0,93.75,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,60,1,67,-40,93.0,93.0,1.0,0.0,0.0,16.0,0.0,93.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,120,1,37,-58,100.0,100.0,1.0,16.0,16.0,0.0,0.0,100.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,60,1,208,-90,62.5,35.0,2.0,2.0,2.0,9.0,0.0,62.5,2.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,180,0,999,-100,57.5,38.0,6.0,-5.333333333333333,0.0,180.0,44.0,60.2,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,60,0,999,-67,95.55555555555556,90.0,9.0,0.2222222222222222,2.0,200.0,90.0,96.25,4.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,180,0,999,-73,69.16666666666667,55.0,12.0,-51.25,1.0,100.0,0.0,69.16666666666667,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-109,87.75,82.0,4.0,-3.0,-1.0,100.0,0.0,87.75,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,120,1,-18,-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1,60,0,999,-109,83.42857142857143,75.0,7.0,-35.57142857142857,1.0,90.0,0.0,83.42857142857143,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,30,0,999,-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,60,0,999,-150,74.0,60.0,7.0,-1.2857142857142858,2.0,62.0,0.0,74.0,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,55,1,69,-43,81.5,76.0,4.0,-1.0,-1.0,100.0,0.0,81.5,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,120,1,-5,-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,90,1,173,-43,71.66666666666667,60.0,6.0,0.5,7.0,44.0,0.0,71.66666666666667,4.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,30,1,152,-140,62.1875,22.0,16.0,0.8125,3.0,209.0,69.0,61.73333333333333,10.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,60,1,144,-39,74.5,59.0,4.0,-5.5,0.0,35.0,0.0,74.5,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,120,0,999,-25,77.0909090909091,61.0,11.0,-70.18181818181819,0.0,75.0,0.0,77.0909090909091,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,120,0,999,-149,75.58333333333333,52.0,12.0,-50.41666666666666,3.0,100.0,0.0,75.58333333333333,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,150,0,999,-66,65.33333333333333,26.0,12.0,-0.25,1.0,100.0,0.0,65.33333333333333,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,60,0,999,-50,91.88888888888889,66.0,9.0,-33.888888888888886,5.0,0.0,0.0,91.88888888888889,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,180,1,-26,-172,93.33333333333331,88.0,3.0,-63.66666666666666,0.0,25.0,0.0,93.33333333333331,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,90,0,999,-29,70.08333333333333,0.0,12.0,-15.5,66.0,100.0,0.0,70.08333333333333,6.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,90,0,999,-22,95.08333333333331,87.0,12.0,-61.66666666666666,0.0,100.0,0.0,95.08333333333331,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,60,1,-46,-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,120,0,999,-93,98.0,98.0,1.0,-2.0,-2.0,10.0,0.0,98.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,120,1,-38,-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,30,0,999,-3,50.0,50.0,1.0,7.0,7.0,0.0,0.0,50.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0,90,0,999,-86,77.0,64.0,3.0,0.3333333333333333,2.0,24.0,0.0,77.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,90,1,178,-35,49.72727272727273,17.0,11.0,0.5454545454545454,3.0,223.0,44.0,50.3,3.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,30,0,999,-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,60,0,999,-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,60,1,-7,-136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,120,0,999,-151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,60,0,999,-68,68.58333333333333,31.0,12.0,0.8333333333333334,6.0,179.0,56.0,69.72727272727273,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,120,0,999,-36,58.875,46.0,8.0,3.875,14.0,80.0,0.0,58.875,6.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,30,0,999,-113,89.25,83.0,4.0,-0.75,2.0,100.0,0.0,89.25,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,210,1,-10,-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,60,0,999,-30,86.5,78.0,6.0,1.5,6.0,44.0,0.0,86.5,3.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,30,0,999,-11,76.11111111111111,60.0,9.0,-6.555555555555555,0.0,0.0,0.0,76.11111111111111,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,60,1,33,-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,120,0,999,-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,60,0,999,-72,77.45454545454545,44.0,11.0,1.4545454545454546,6.0,100.0,0.0,77.45454545454545,6.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,60,0,999,-51,87.63636363636364,75.0,11.0,0.8181818181818182,6.0,100.0,0.0,87.63636363636364,5.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,30,0,999,-25,88.75,60.0,8.0,-32.75,0.0,0.0,0.0,88.75,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,60,0,999,-22,78.2,61.0,10.0,-28.7,2.0,100.0,0.0,78.2,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,60,1,25,-24,100.0,100.0,1.0,-3.0,-3.0,0.0,0.0,100.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,60,1,157,-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,60,0,999,-46,85.1,72.0,10.0,1.9,6.0,82.0,0.0,85.1,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-22,94.6923076923077,87.0,13.0,0.0769230769230769,10.0,300.0,94.0,94.75,5.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,60,1,-17,-138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,60,1,171,-78,89.75,70.0,16.0,-29.0625,3.0,159.0,0.0,89.75,6.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,60,0,999,-90,72.5,63.0,12.0,-7.416666666666667,13.0,100.0,0.0,72.5,3.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,180,1,12,0,85.0,85.0,1.0,0.0,0.0,10.0,0.0,85.0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,120,0,999,-110,44.8,23.0,5.0,1.6,2.0,125.0,56.0,42.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,90,0,999,-35,63.76923076923077,28.0,13.0,1.1538461538461535,7.0,349.0,57.0,65.0,6.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,60,1,51,-87,63.5,62.0,2.0,-111.5,-1.0,12.5,0.0,63.5,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,60,0,999,-191,80.75,74.0,4.0,-2.5,0.0,100.0,0.0,80.75,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,120,1,104,-93,51.333333333333336,1.0,3.0,-16.333333333333332,-15.0,30.0,0.0,51.333333333333336,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,30,0,999,-10,80.55555555555556,60.0,9.0,-24.0,1.0,0.0,0.0,80.55555555555556,3.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,60,1,-53,-102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,60,0,999,-34,78.45454545454545,60.0,11.0,-0.4545454545454545,6.0,100.0,0.0,78.45454545454545,5.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,60,0,999,-38,73.4,64.0,5.0,0.0,6.0,100.0,0.0,73.4,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,60,0,999,-24,76.25,62.0,12.0,-76.16666666666667,0.0,100.0,0.0,76.25,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-8,87.45454545454545,72.0,11.0,0.0,6.0,100.0,0.0,87.45454545454545,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,120,1,44,-95,86.0,86.0,1.0,-1.0,-1.0,12.5,0.0,86.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,150,1,11,-14,69.0,54.0,2.0,-102.5,-2.0,12.5,0.0,69.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,180,1,-43,-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,120,0,999,-103,80.0,80.0,1.0,3.0,3.0,12.5,0.0,80.0,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,240,0,999,-21,69.5,14.0,10.0,3.6,7.0,82.0,0.0,69.5,8.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,90,0,999,-50,66.0,37.0,12.0,-73.75,-1.0,100.0,0.0,66.0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,60,0,999,-27,91.42857142857144,85.0,7.0,-1.4285714285714286,0.0,200.0,96.0,90.66666666666669,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,60,0,999,-169,55.85714285714285,46.0,7.0,-4.285714285714286,-1.0,200.0,49.0,57.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,90,1,73,-155,72.0,57.0,5.0,-85.4,3.0,50.0,0.0,72.0,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,120,0,999,-2,80.16666666666667,56.0,12.0,-18.75,0.0,100.0,0.0,80.16666666666667,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,60,0,999,-143,79.33333333333333,71.0,12.0,-8.583333333333334,0.0,100.0,0.0,79.33333333333333,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,60,1,121,-22,64.5,40.0,2.0,0.5,2.0,18.0,0.0,64.5,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,90,1,-61,-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,60,0,999,-225,46.75,15.0,4.0,16.25,33.0,59.0,0.0,46.75,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
